datetime,price_eur_mwh
2022-05-02 05:00:00,130.24
2022-05-02 05:15:00,146.53
2022-05-02 05:30:00,188.8
2022-05-02 05:45:00,218.95
2022-05-02 06:00:00,151.16
2022-05-02 06:15:00,233.61
2022-05-02 06:30:00,249.39
2022-05-02 06:45:00,254.7
2022-05-02 07:00:00,238.11
2022-05-02 07:15:00,250.87
2022-05-02 07:30:00,222.76
2022-05-02 07:45:00,218.34
2022-05-02 08:00:00,257.2
2022-05-02 08:15:00,231.93
2022-05-02 08:30:00,207.98
2022-05-02 08:45:00,169.33
2022-05-02 09:00:00,251.56
2022-05-02 09:15:00,229.04
2022-05-02 09:30:00,183.43
2022-05-02 09:45:00,140.84
2022-05-02 10:00:00,226.7
2022-05-02 10:15:00,155.29
2022-05-02 10:30:00,145.25
2022-05-02 10:45:00,128.8
2022-05-02 11:00:00,193.19
2022-05-02 11:15:00,163.11
2022-05-02 11:30:00,144.47
2022-05-02 11:45:00,130.1
2022-05-02 12:00:00,184.26
2022-05-02 12:15:00,165.47
2022-05-02 12:30:00,163.95
2022-05-02 12:45:00,151.61
2022-05-02 13:00:00,169.37
2022-05-02 13:15:00,166.03
2022-05-02 13:30:00,163.38
2022-05-02 13:45:00,164.55
2022-05-02 14:00:00,157.58
2022-05-02 14:15:00,168.82
2022-05-02 14:30:00,177.35
2022-05-02 14:45:00,194.61
2022-05-02 15:00:00,147.1
2022-05-02 15:15:00,172.48
2022-05-02 15:30:00,188.84
2022-05-02 15:45:00,203.11
2022-05-02 16:00:00,145.36
2022-05-02 16:15:00,170.09
2022-05-02 16:30:00,188.66
2022-05-02 16:45:00,237.34
2022-05-02 17:00:00,184.34
2022-05-02 17:15:00,223.04
2022-05-02 17:30:00,238.93
2022-05-02 17:45:00,253.02
2022-05-02 18:00:00,184.25
2022-05-02 18:15:00,213.83
2022-05-02 18:30:00,253.36
2022-05-02 18:45:00,265.32
2022-05-02 19:00:00,224.52
2022-05-02 19:15:00,227.23
2022-05-02 19:30:00,239.23
2022-05-02 19:45:00,246.63
2022-05-02 20:00:00,254.27
2022-05-02 20:15:00,247.53
2022-05-02 20:30:00,240.5
2022-05-02 20:45:00,232.26
2022-05-02 21:00:00,275.86
2022-05-02 21:15:00,252.32
2022-05-02 21:30:00,230.13
2022-05-02 21:45:00,191.73
2022-05-02 22:00:00,259.12
2022-05-02 22:15:00,237.4
2022-05-02 22:30:00,214.74
2022-05-02 22:45:00,154.88
2022-05-02 23:00:00,228.01
2022-05-02 23:15:00,211.24
2022-05-02 23:30:00,187.7
2022-05-02 23:45:00,172.11
2022-05-03 00:00:00,210.38
2022-05-03 00:15:00,185.89
2022-05-03 00:30:00,182.1
2022-05-03 00:45:00,182.79
2022-05-03 01:00:00,231.86
2022-05-03 01:15:00,203.48
2022-05-03 01:30:00,197.45
2022-05-03 01:45:00,183.28
2022-05-03 02:00:00,181.5
2022-05-03 02:15:00,166.72
2022-05-03 02:30:00,192.13
2022-05-03 02:45:00,195.54
2022-05-03 03:00:00,192.17
2022-05-03 03:15:00,171.5
2022-05-03 03:30:00,183.2
2022-05-03 03:45:00,176.55
2022-05-03 04:00:00,172.08
2022-05-03 04:15:00,174.0
2022-05-03 04:30:00,178.19
2022-05-03 04:45:00,188.54
2022-05-03 05:00:00,172.33
2022-05-03 05:15:00,174.49
2022-05-03 05:30:00,168.76
2022-05-03 05:45:00,201.17
2022-05-03 06:00:00,178.66
2022-05-03 06:15:00,199.04
2022-05-03 06:30:00,241.95
2022-05-03 06:45:00,242.29
2022-05-03 07:00:00,239.45
2022-05-03 07:15:00,229.52
2022-05-03 07:30:00,234.32
2022-05-03 07:45:00,222.28
2022-05-03 08:00:00,273.32
2022-05-03 08:15:00,243.98
2022-05-03 08:30:00,217.63
2022-05-03 08:45:00,198.26
2022-05-03 09:00:00,253.03
2022-05-03 09:15:00,250.53
2022-05-03 09:30:00,216.03
2022-05-03 09:45:00,184.27
2022-05-03 10:00:00,245.81
2022-05-03 10:15:00,216.61
2022-05-03 10:30:00,189.58
2022-05-03 10:45:00,175.59
2022-05-03 11:00:00,220.59
2022-05-03 11:15:00,199.16
2022-05-03 11:30:00,175.36
2022-05-03 11:45:00,154.02
2022-05-03 12:00:00,215.56
2022-05-03 12:15:00,189.5
2022-05-03 12:30:00,182.25
2022-05-03 12:45:00,172.26
2022-05-03 13:00:00,180.93
2022-05-03 13:15:00,186.0
2022-05-03 13:30:00,183.17
2022-05-03 13:45:00,176.78
2022-05-03 14:00:00,178.7
2022-05-03 14:15:00,186.15
2022-05-03 14:30:00,190.36
2022-05-03 14:45:00,199.03
2022-05-03 15:00:00,178.84
2022-05-03 15:15:00,171.11
2022-05-03 15:30:00,188.16
2022-05-03 15:45:00,210.19
2022-05-03 16:00:00,154.78
2022-05-03 16:15:00,177.0
2022-05-03 16:30:00,203.13
2022-05-03 16:45:00,219.44
2022-05-03 17:00:00,178.48
2022-05-03 17:15:00,192.41
2022-05-03 17:30:00,243.33
2022-05-03 17:45:00,261.47
2022-05-03 18:00:00,198.4
2022-05-03 18:15:00,222.9
2022-05-03 18:30:00,260.47
2022-05-03 18:45:00,285.03
2022-05-03 19:00:00,229.29
2022-05-03 19:15:00,251.5
2022-05-03 19:30:00,269.04
2022-05-03 19:45:00,296.81
2022-05-03 20:00:00,273.08
2022-05-03 20:15:00,265.25
2022-05-03 20:30:00,265.97
2022-05-03 20:45:00,248.94
2022-05-03 21:00:00,282.74
2022-05-03 21:15:00,260.89
2022-05-03 21:30:00,255.38
2022-05-03 21:45:00,236.36
2022-05-03 22:00:00,273.48
2022-05-03 22:15:00,266.25
2022-05-03 22:30:00,244.33
2022-05-03 22:45:00,217.23
2022-05-03 23:00:00,252.91
2022-05-03 23:15:00,242.86
2022-05-03 23:30:00,212.81
2022-05-03 23:45:00,188.87
2022-05-04 00:00:00,232.5
2022-05-04 00:15:00,223.35
2022-05-04 00:30:00,200.83
2022-05-04 00:45:00,190.64
2022-05-04 01:00:00,221.37
2022-05-04 01:15:00,199.11
2022-05-04 01:30:00,199.4
2022-05-04 01:45:00,185.82
2022-05-04 02:00:00,234.63
2022-05-04 02:15:00,201.73
2022-05-04 02:30:00,200.23
2022-05-04 02:45:00,206.41
2022-05-04 03:00:00,210.29
2022-05-04 03:15:00,206.2
2022-05-04 03:30:00,217.36
2022-05-04 03:45:00,214.96
2022-05-04 04:00:00,188.82
2022-05-04 04:15:00,197.85
2022-05-04 04:30:00,217.98
2022-05-04 04:45:00,243.77
2022-05-04 05:00:00,187.9
2022-05-04 05:15:00,199.39
2022-05-04 05:30:00,239.77
2022-05-04 05:45:00,272.01
2022-05-04 06:00:00,197.88
2022-05-04 06:15:00,262.19
2022-05-04 06:30:00,269.07
2022-05-04 06:45:00,278.79
2022-05-04 07:00:00,278.61
2022-05-04 07:15:00,288.97
2022-05-04 07:30:00,300.79
2022-05-04 07:45:00,270.95
2022-05-04 08:00:00,345.67
2022-05-04 08:15:00,280.78
2022-05-04 08:30:00,264.32
2022-05-04 08:45:00,238.08
2022-05-04 09:00:00,313.89
2022-05-04 09:15:00,282.56
2022-05-04 09:30:00,250.8
2022-05-04 09:45:00,217.29
2022-05-04 10:00:00,259.47
2022-05-04 10:15:00,254.07
2022-05-04 10:30:00,215.29
2022-05-04 10:45:00,198.74
2022-05-04 11:00:00,237.24
2022-05-04 11:15:00,222.89
2022-05-04 11:30:00,199.64
2022-05-04 11:45:00,181.19
2022-05-04 12:00:00,216.95
2022-05-04 12:15:00,193.73
2022-05-04 12:30:00,197.42
2022-05-04 12:45:00,181.32
2022-05-04 13:00:00,216.38
2022-05-04 13:15:00,210.4
2022-05-04 13:30:00,226.68
2022-05-04 13:45:00,226.65
2022-05-04 14:00:00,200.78
2022-05-04 14:15:00,216.26
2022-05-04 14:30:00,213.29
2022-05-04 14:45:00,227.34
2022-05-04 15:00:00,186.03
2022-05-04 15:15:00,204.91
2022-05-04 15:30:00,207.93
2022-05-04 15:45:00,232.68
2022-05-04 16:00:00,170.92
2022-05-04 16:15:00,198.99
2022-05-04 16:30:00,217.25
2022-05-04 16:45:00,269.66
2022-05-04 17:00:00,202.08
2022-05-04 17:15:00,228.47
2022-05-04 17:30:00,251.58
2022-05-04 17:45:00,279.56
2022-05-04 18:00:00,215.99
2022-05-04 18:15:00,260.79
2022-05-04 18:30:00,274.93
2022-05-04 18:45:00,290.12
2022-05-04 19:00:00,258.73
2022-05-04 19:15:00,279.77
2022-05-04 19:30:00,303.7
2022-05-04 19:45:00,354.98
2022-05-04 20:00:00,298.22
2022-05-04 20:15:00,279.12
2022-05-04 20:30:00,281.6
2022-05-04 20:45:00,250.0
2022-05-04 21:00:00,288.36
2022-05-04 21:15:00,266.89
2022-05-04 21:30:00,264.09
2022-05-04 21:45:00,235.53
2022-05-04 22:00:00,285.65
2022-05-04 22:15:00,278.44
2022-05-04 22:30:00,273.89
2022-05-04 22:45:00,241.97
2022-05-04 23:00:00,265.31
2022-05-04 23:15:00,257.41
2022-05-04 23:30:00,237.57
2022-05-04 23:45:00,220.28
2022-05-05 00:00:00,220.83
2022-05-05 00:15:00,244.01
2022-05-05 00:30:00,239.95
2022-05-05 00:45:00,214.49
2022-05-05 01:00:00,225.25
2022-05-05 01:15:00,215.22
2022-05-05 01:30:00,226.17
2022-05-05 01:45:00,216.43
2022-05-05 02:00:00,209.76
2022-05-05 02:15:00,210.68
2022-05-05 02:30:00,215.82
2022-05-05 02:45:00,225.99
2022-05-05 03:00:00,201.54
2022-05-05 03:15:00,202.62
2022-05-05 03:30:00,208.02
2022-05-05 03:45:00,210.98
2022-05-05 04:00:00,198.25
2022-05-05 04:15:00,203.28
2022-05-05 04:30:00,212.01
2022-05-05 04:45:00,211.16
2022-05-05 05:00:00,204.74
2022-05-05 05:15:00,209.92
2022-05-05 05:30:00,235.76
2022-05-05 05:45:00,258.45
2022-05-05 06:00:00,221.01
2022-05-05 06:15:00,231.17
2022-05-05 06:30:00,250.3
2022-05-05 06:45:00,262.25
2022-05-05 07:00:00,259.41
2022-05-05 07:15:00,260.13
2022-05-05 07:30:00,260.96
2022-05-05 07:45:00,250.93
2022-05-05 08:00:00,282.9
2022-05-05 08:15:00,250.25
2022-05-05 08:30:00,226.38
2022-05-05 08:45:00,210.51
2022-05-05 09:00:00,271.57
2022-05-05 09:15:00,250.71
2022-05-05 09:30:00,234.52
2022-05-05 09:45:00,216.24
2022-05-05 10:00:00,261.62
2022-05-05 10:15:00,250.06
2022-05-05 10:30:00,233.46
2022-05-05 10:45:00,207.61
2022-05-05 11:00:00,233.7
2022-05-05 11:15:00,225.69
2022-05-05 11:30:00,222.35
2022-05-05 11:45:00,193.68
2022-05-05 12:00:00,236.28
2022-05-05 12:15:00,205.72
2022-05-05 12:30:00,200.97
2022-05-05 12:45:00,185.64
2022-05-05 13:00:00,218.07
2022-05-05 13:15:00,200.33
2022-05-05 13:30:00,195.94
2022-05-05 13:45:00,197.82
2022-05-05 14:00:00,199.8
2022-05-05 14:15:00,197.77
2022-05-05 14:30:00,199.99
2022-05-05 14:45:00,214.95
2022-05-05 15:00:00,189.61
2022-05-05 15:15:00,195.77
2022-05-05 15:30:00,218.74
2022-05-05 15:45:00,235.31
2022-05-05 16:00:00,181.65
2022-05-05 16:15:00,205.88
2022-05-05 16:30:00,234.19
2022-05-05 16:45:00,255.22
2022-05-05 17:00:00,201.34
2022-05-05 17:15:00,237.36
2022-05-05 17:30:00,275.78
2022-05-05 17:45:00,287.79
2022-05-05 18:00:00,213.72
2022-05-05 18:15:00,242.17
2022-05-05 18:30:00,280.43
2022-05-05 18:45:00,301.0
2022-05-05 19:00:00,243.05
2022-05-05 19:15:00,271.81
2022-05-05 19:30:00,289.94
2022-05-05 19:45:00,313.11
2022-05-05 20:00:00,311.95
2022-05-05 20:15:00,298.3
2022-05-05 20:30:00,298.81
2022-05-05 20:45:00,282.14
2022-05-05 21:00:00,309.4
2022-05-05 21:15:00,278.22
2022-05-05 21:30:00,254.55
2022-05-05 21:45:00,226.04
2022-05-05 22:00:00,295.62
2022-05-05 22:15:00,259.7
2022-05-05 22:30:00,258.66
2022-05-05 22:45:00,236.19
2022-05-05 23:00:00,270.0
2022-05-05 23:15:00,252.34
2022-05-05 23:30:00,244.58
2022-05-05 23:45:00,220.99
2022-05-06 00:00:00,228.49
2022-05-06 00:15:00,211.9
2022-05-06 00:30:00,219.4
2022-05-06 00:45:00,202.74
2022-05-06 01:00:00,247.34
2022-05-06 01:15:00,212.18
2022-05-06 01:30:00,202.5
2022-05-06 01:45:00,197.95
2022-05-06 02:00:00,209.5
2022-05-06 02:15:00,200.68
2022-05-06 02:30:00,203.56
2022-05-06 02:45:00,196.39
2022-05-06 03:00:00,202.51
2022-05-06 03:15:00,204.44
2022-05-06 03:30:00,209.03
2022-05-06 03:45:00,203.08
2022-05-06 04:00:00,172.37
2022-05-06 04:15:00,188.26
2022-05-06 04:30:00,197.82
2022-05-06 04:45:00,227.88
2022-05-06 05:00:00,177.32
2022-05-06 05:15:00,208.25
2022-05-06 05:30:00,221.26
2022-05-06 05:45:00,233.72
2022-05-06 06:00:00,201.15
2022-05-06 06:15:00,260.13
2022-05-06 06:30:00,263.49
2022-05-06 06:45:00,267.95
2022-05-06 07:00:00,262.1
2022-05-06 07:15:00,267.93
2022-05-06 07:30:00,265.32
2022-05-06 07:45:00,250.4
2022-05-06 08:00:00,323.64
2022-05-06 08:15:00,280.96
2022-05-06 08:30:00,273.42
2022-05-06 08:45:00,245.65
2022-05-06 09:00:00,292.14
2022-05-06 09:15:00,258.92
2022-05-06 09:30:00,249.16
2022-05-06 09:45:00,211.81
2022-05-06 10:00:00,264.18
2022-05-06 10:15:00,248.03
2022-05-06 10:30:00,243.08
2022-05-06 10:45:00,208.07
2022-05-06 11:00:00,257.72
2022-05-06 11:15:00,242.53
2022-05-06 11:30:00,211.17
2022-05-06 11:45:00,192.87
2022-05-06 12:00:00,228.0
2022-05-06 12:15:00,200.0
2022-05-06 12:30:00,215.09
2022-05-06 12:45:00,192.49
2022-05-06 13:00:00,223.28
2022-05-06 13:15:00,213.61
2022-05-06 13:30:00,217.48
2022-05-06 13:45:00,193.93
2022-05-06 14:00:00,206.5
2022-05-06 14:15:00,212.0
2022-05-06 14:30:00,207.98
2022-05-06 14:45:00,217.08
2022-05-06 15:00:00,195.6
2022-05-06 15:15:00,204.78
2022-05-06 15:30:00,201.97
2022-05-06 15:45:00,216.89
2022-05-06 16:00:00,183.57
2022-05-06 16:15:00,199.06
2022-05-06 16:30:00,209.03
2022-05-06 16:45:00,240.45
2022-05-06 17:00:00,202.86
2022-05-06 17:15:00,238.21
2022-05-06 17:30:00,250.32
2022-05-06 17:45:00,265.64
2022-05-06 18:00:00,209.41
2022-05-06 18:15:00,247.79
2022-05-06 18:30:00,263.39
2022-05-06 18:45:00,277.78
2022-05-06 19:00:00,248.65
2022-05-06 19:15:00,257.66
2022-05-06 19:30:00,266.34
2022-05-06 19:45:00,270.94
2022-05-06 20:00:00,259.48
2022-05-06 20:15:00,259.92
2022-05-06 20:30:00,258.46
2022-05-06 20:45:00,257.3
2022-05-06 21:00:00,284.58
2022-05-06 21:15:00,280.37
2022-05-06 21:30:00,264.22
2022-05-06 21:45:00,237.17
2022-05-06 22:00:00,267.15
2022-05-06 22:15:00,242.22
2022-05-06 22:30:00,252.94
2022-05-06 22:45:00,219.95
2022-05-06 23:00:00,255.0
2022-05-06 23:15:00,229.17
2022-05-06 23:30:00,228.07
2022-05-06 23:45:00,192.08
2022-05-07 00:00:00,221.59
2022-05-07 00:15:00,242.93
2022-05-07 00:30:00,227.4
2022-05-07 00:45:00,234.96
2022-05-07 01:00:00,236.15
2022-05-07 01:15:00,235.33
2022-05-07 01:30:00,215.07
2022-05-07 01:45:00,206.8
2022-05-07 02:00:00,250.9
2022-05-07 02:15:00,224.27
2022-05-07 02:30:00,220.9
2022-05-07 02:45:00,197.47
2022-05-07 03:00:00,258.9
2022-05-07 03:15:00,238.03
2022-05-07 03:30:00,224.1
2022-05-07 03:45:00,227.86
2022-05-07 04:00:00,217.93
2022-05-07 04:15:00,249.25
2022-05-07 04:30:00,247.31
2022-05-07 04:45:00,235.11
2022-05-07 05:00:00,243.22
2022-05-07 05:15:00,241.25
2022-05-07 05:30:00,210.42
2022-05-07 05:45:00,228.5
2022-05-07 06:00:00,208.44
2022-05-07 06:15:00,227.28
2022-05-07 06:30:00,229.99
2022-05-07 06:45:00,227.83
2022-05-07 07:00:00,257.71
2022-05-07 07:15:00,257.06
2022-05-07 07:30:00,261.42
2022-05-07 07:45:00,234.41
2022-05-07 08:00:00,282.64
2022-05-07 08:15:00,259.09
2022-05-07 08:30:00,238.88
2022-05-07 08:45:00,195.86
2022-05-07 09:00:00,275.55
2022-05-07 09:15:00,258.06
2022-05-07 09:30:00,227.3
2022-05-07 09:45:00,178.62
2022-05-07 10:00:00,260.35
2022-05-07 10:15:00,218.73
2022-05-07 10:30:00,196.17
2022-05-07 10:45:00,168.96
2022-05-07 11:00:00,232.38
2022-05-07 11:15:00,202.7
2022-05-07 11:30:00,180.37
2022-05-07 11:45:00,166.77
2022-05-07 12:00:00,210.56
2022-05-07 12:15:00,186.88
2022-05-07 12:30:00,186.98
2022-05-07 12:45:00,172.35
2022-05-07 13:00:00,194.45
2022-05-07 13:15:00,186.82
2022-05-07 13:30:00,172.15
2022-05-07 13:45:00,161.62
2022-05-07 14:00:00,173.19
2022-05-07 14:15:00,168.87
2022-05-07 14:30:00,185.69
2022-05-07 14:45:00,190.91
2022-05-07 15:00:00,167.78
2022-05-07 15:15:00,179.07
2022-05-07 15:30:00,172.93
2022-05-07 15:45:00,185.76
2022-05-07 16:00:00,156.15
2022-05-07 16:15:00,186.22
2022-05-07 16:30:00,190.96
2022-05-07 16:45:00,207.75
2022-05-07 17:00:00,160.47
2022-05-07 17:15:00,178.98
2022-05-07 17:30:00,202.96
2022-05-07 17:45:00,244.54
2022-05-07 18:00:00,174.18
2022-05-07 18:15:00,189.22
2022-05-07 18:30:00,236.03
2022-05-07 18:45:00,247.02
2022-05-07 19:00:00,218.39
2022-05-07 19:15:00,234.62
2022-05-07 19:30:00,259.68
2022-05-07 19:45:00,277.13
2022-05-07 20:00:00,230.48
2022-05-07 20:15:00,236.49
2022-05-07 20:30:00,259.87
2022-05-07 20:45:00,246.08
2022-05-07 21:00:00,273.24
2022-05-07 21:15:00,257.01
2022-05-07 21:30:00,249.6
2022-05-07 21:45:00,229.23
2022-05-07 22:00:00,261.2
2022-05-07 22:15:00,249.73
2022-05-07 22:30:00,238.29
2022-05-07 22:45:00,203.98
2022-05-07 23:00:00,231.86
2022-05-07 23:15:00,219.97
2022-05-07 23:30:00,224.89
2022-05-07 23:45:00,156.68
2022-05-08 00:00:00,237.12
2022-05-08 00:15:00,224.46
2022-05-08 00:30:00,183.48
2022-05-08 00:45:00,155.26
2022-05-08 01:00:00,213.71
2022-05-08 01:15:00,195.97
2022-05-08 01:30:00,158.69
2022-05-08 01:45:00,157.07
2022-05-08 02:00:00,227.37
2022-05-08 02:15:00,199.17
2022-05-08 02:30:00,198.85
2022-05-08 02:45:00,172.39
2022-05-08 03:00:00,207.76
2022-05-08 03:15:00,172.42
2022-05-08 03:30:00,172.07
2022-05-08 03:45:00,165.08
2022-05-08 04:00:00,170.59
2022-05-08 04:15:00,169.35
2022-05-08 04:30:00,190.78
2022-05-08 04:45:00,208.09
2022-05-08 05:00:00,197.23
2022-05-08 05:15:00,199.87
2022-05-08 05:30:00,179.17
2022-05-08 05:45:00,161.15
2022-05-08 06:00:00,157.9
2022-05-08 06:15:00,185.16
2022-05-08 06:30:00,212.07
2022-05-08 06:45:00,175.42
2022-05-08 07:00:00,174.58
2022-05-08 07:15:00,170.48
2022-05-08 07:30:00,180.9
2022-05-08 07:45:00,177.94
2022-05-08 08:00:00,227.09
2022-05-08 08:15:00,198.79
2022-05-08 08:30:00,205.61
2022-05-08 08:45:00,178.38
2022-05-08 09:00:00,230.59
2022-05-08 09:15:00,205.06
2022-05-08 09:30:00,177.16
2022-05-08 09:45:00,155.74
2022-05-08 10:00:00,216.22
2022-05-08 10:15:00,198.62
2022-05-08 10:30:00,168.97
2022-05-08 10:45:00,136.48
2022-05-08 11:00:00,172.92
2022-05-08 11:15:00,153.69
2022-05-08 11:30:00,156.45
2022-05-08 11:45:00,123.59
2022-05-08 12:00:00,197.21
2022-05-08 12:15:00,178.76
2022-05-08 12:30:00,189.87
2022-05-08 12:45:00,146.53
2022-05-08 13:00:00,147.28
2022-05-08 13:15:00,137.48
2022-05-08 13:30:00,117.24
2022-05-08 13:45:00,66.36
2022-05-08 14:00:00,81.23
2022-05-08 14:15:00,89.45
2022-05-08 14:30:00,138.49
2022-05-08 14:45:00,138.05
2022-05-08 15:00:00,99.18
2022-05-08 15:15:00,110.76
2022-05-08 15:30:00,125.96
2022-05-08 15:45:00,160.1
2022-05-08 16:00:00,65.94
2022-05-08 16:15:00,120.94
2022-05-08 16:30:00,132.51
2022-05-08 16:45:00,181.56
2022-05-08 17:00:00,88.16
2022-05-08 17:15:00,158.94
2022-05-08 17:30:00,176.04
2022-05-08 17:45:00,220.26
2022-05-08 18:00:00,126.94
2022-05-08 18:15:00,218.81
2022-05-08 18:30:00,237.35
2022-05-08 18:45:00,239.56
2022-05-08 19:00:00,204.05
2022-05-08 19:15:00,241.91
2022-05-08 19:30:00,253.9
2022-05-08 19:45:00,272.76
2022-05-08 20:00:00,263.17
2022-05-08 20:15:00,299.64
2022-05-08 20:30:00,291.37
2022-05-08 20:45:00,283.03
2022-05-08 21:00:00,292.08
2022-05-08 21:15:00,255.19
2022-05-08 21:30:00,239.24
2022-05-08 21:45:00,218.8
2022-05-08 22:00:00,253.66
2022-05-08 22:15:00,248.14
2022-05-08 22:30:00,236.76
2022-05-08 22:45:00,187.92
2022-05-08 23:00:00,260.85
2022-05-08 23:15:00,215.44
2022-05-08 23:30:00,195.53
2022-05-08 23:45:00,151.74
2022-05-09 00:00:00,239.18
2022-05-09 00:15:00,227.58
2022-05-09 00:30:00,195.93
2022-05-09 00:45:00,175.94
2022-05-09 01:00:00,211.5
2022-05-09 01:15:00,180.88
2022-05-09 01:30:00,183.71
2022-05-09 01:45:00,170.04
2022-05-09 02:00:00,201.5
2022-05-09 02:15:00,181.35
2022-05-09 02:30:00,187.41
2022-05-09 02:45:00,186.81
2022-05-09 03:00:00,185.01
2022-05-09 03:15:00,184.5
2022-05-09 03:30:00,184.18
2022-05-09 03:45:00,200.02
2022-05-09 04:00:00,167.78
2022-05-09 04:15:00,187.3
2022-05-09 04:30:00,182.16
2022-05-09 04:45:00,216.04
2022-05-09 05:00:00,174.04
2022-05-09 05:15:00,188.44
2022-05-09 05:30:00,228.31
2022-05-09 05:45:00,254.6
2022-05-09 06:00:00,191.84
2022-05-09 06:15:00,240.7
2022-05-09 06:30:00,247.21
2022-05-09 06:45:00,260.86
2022-05-09 07:00:00,256.94
2022-05-09 07:15:00,247.78
2022-05-09 07:30:00,250.01
2022-05-09 07:45:00,235.69
2022-05-09 08:00:00,313.25
2022-05-09 08:15:00,259.47
2022-05-09 08:30:00,246.72
2022-05-09 08:45:00,203.37
2022-05-09 09:00:00,276.77
2022-05-09 09:15:00,247.85
2022-05-09 09:30:00,209.51
2022-05-09 09:45:00,145.89
2022-05-09 10:00:00,255.83
2022-05-09 10:15:00,230.45
2022-05-09 10:30:00,180.61
2022-05-09 10:45:00,155.45
2022-05-09 11:00:00,239.18
2022-05-09 11:15:00,199.35
2022-05-09 11:30:00,180.23
2022-05-09 11:45:00,160.29
2022-05-09 12:00:00,196.16
2022-05-09 12:15:00,173.0
2022-05-09 12:30:00,179.77
2022-05-09 12:45:00,168.16
2022-05-09 13:00:00,179.55
2022-05-09 13:15:00,169.66
